ID	TM	SP	Prediction
FUN_000734-T1	0	0	o
FUN_002458-T1	1	0	o547-566i
FUN_006004-T1	1	0	i28-49o
FUN_003345-T1	0	0	o
FUN_003189-T1	1	Y	n6-16c21/22o362-383i
FUN_006538-T1	0	0	o
FUN_004815-T1	0	0	o
FUN_003763-T1	0	0	o
FUN_002082-T1	0	0	o
FUN_005389-T1	0	0	o
FUN_003646-T1	0	0	o
FUN_000765-T1	0	0	o
FUN_002456-T1	0	0	o
FUN_003117-T1	2	0	i232-253o304-324i
FUN_003222-T1	0	0	o
FUN_004253-T1	0	0	o
FUN_004652-T1	0	0	o
FUN_000483-T1	0	Y	n6-17c25/26o
FUN_002574-T1	0	0	o
FUN_001533-T1	0	0	o
FUN_002643-T1	1	Y	n3-15c19/20o462-483i
FUN_006413-T1	0	0	o
FUN_004492-T1	0	0	o
FUN_006606-T1	2	0	i15-38o44-62i
FUN_004366-T1	0	0	o
FUN_000502-T1	0	Y	n3-10c28/29o
FUN_004296-T1	0	0	o
FUN_002170-T1	0	0	o
FUN_006473-T1	0	0	o
FUN_003105-T1	0	0	o
FUN_004689-T1	2	0	i68-94o100-117i
FUN_004852-T1	0	0	o
FUN_001939-T1	0	0	o
FUN_006199-T1	0	0	o
FUN_000674-T1	11	0	i7-25o45-65i72-89o109-133i145-165o185-204i276-296o423-444i451-472o487-507i528-547o
FUN_005860-T1	0	0	o
FUN_003625-T1	0	0	o
FUN_000728-T1	0	0	o
FUN_003802-T1	0	0	o
FUN_004545-T1	0	0	o
FUN_003710-T1	0	0	o
FUN_005260-T1	0	0	o
FUN_005851-T1	0	0	o
FUN_006490-T1	0	0	o
FUN_000160-T1	0	0	o
FUN_004542-T1	0	0	o
FUN_003968-T1	0	0	o
FUN_003725-T1	0	0	o
FUN_002353-T1	1	0	i167-185o
FUN_004541-T1	1	0	o397-418i
FUN_005144-T1	0	0	o
FUN_006468-T1	0	0	o
FUN_000844-T1	0	0	o
FUN_005553-T1	0	0	o
FUN_001132-T1	12	0	i112-131o137-153i165-187o193-215i227-250o270-291i312-332o365-390i411-433o439-460i481-504o524-544i
FUN_006623-T1	0	0	o
FUN_003116-T1	0	0	o
FUN_006295-T1	0	0	o
FUN_000433-T1	0	0	o
FUN_006485-T1	0	0	o
FUN_001064-T1	12	0	i118-139o159-175i187-206o212-234i246-267o279-298i359-378o398-418i439-458o464-484i496-521o527-553i
FUN_005777-T1	0	Y	n7-17c22/23o
FUN_002756-T1	0	0	o
FUN_002624-T1	0	0	o
FUN_004411-T1	0	0	o
FUN_003845-T1	10	0	i64-84o123-142i212-232o244-266i342-360o372-394i401-423o435-454i466-485o497-515i
FUN_004820-T1	0	0	o
FUN_003907-T1	0	0	o
FUN_004184-T1	0	0	o
FUN_005023-T1	0	0	o
FUN_003032-T1	0	0	o
FUN_000487-T1	0	0	o
FUN_006571-T1	0	0	o
FUN_003748-T1	1	0	i231-249o
FUN_000660-T1	0	0	o
FUN_003320-T1	2	0	o27-48i156-174o
FUN_003934-T1	0	0	o
FUN_006255-T1	0	0	o
FUN_004706-T1	6	0	o79-98i105-123o135-154i175-192o198-219i231-251o
FUN_002451-T1	0	0	o
FUN_006466-T1	0	0	o
FUN_002819-T1	0	0	o
FUN_002568-T1	4	0	i129-149o169-187i259-279o285-302i
FUN_005574-T1	0	0	o
FUN_000400-T1	0	Y	n2-12c17/18o
FUN_001479-T1	0	0	o
FUN_004583-T1	0	0	o
FUN_004520-T1	0	Y	n2-9c14/15o
FUN_003721-T1	6	0	i53-73o93-112i124-149o207-229i269-293o313-332i
FUN_004005-T1	2	0	o369-388i408-428o
FUN_001800-T1	0	0	o
FUN_005709-T1	0	0	o
FUN_000412-T1	0	0	o
FUN_004107-T1	0	0	o
FUN_004858-T1	0	0	o
FUN_002681-T1	0	0	o
FUN_004094-T1	0	Y	n4-13c18/19o
FUN_001162-T1	0	0	o
FUN_000565-T1	0	0	o
FUN_003740-T1	10	Y	n5-17c22/23o159-180i187-205o225-246i376-398o418-438i450-467o487-506i570-592o607-629i641-663o
FUN_000120-T1	1	0	o598-619i
FUN_001743-T1	0	0	o
FUN_005647-T1	0	0	o
FUN_000866-T1	2	0	i21-39o132-150i
FUN_004258-T1	7	0	o25-44i284-300o306-327i347-369o511-535i615-635o1365-1390i
FUN_003578-T1	0	0	o
FUN_001981-T1	0	0	o
FUN_001526-T1	0	0	o
FUN_001949-T1	0	0	o
FUN_004173-T1	0	0	o
FUN_005090-T1	0	Y	n15-23c27/28o
FUN_006658-T1	0	0	o
FUN_002802-T1	0	0	o
FUN_003021-T1	0	0	o
FUN_005693-T1	4	0	i32-52o82-101i233-254o297-316i
FUN_001831-T1	0	0	o
FUN_002555-T1	0	0	o
FUN_001297-T1	0	0	o
FUN_005022-T1	0	0	o
FUN_000757-T1	0	0	o
FUN_005113-T1	1	0	i151-169o
FUN_004625-T1	4	0	i68-91o103-126i147-166o206-227i
FUN_004760-T1	0	0	o
FUN_006361-T1	0	0	o
FUN_002595-T1	0	0	o
FUN_003383-T1	0	0	o
FUN_005660-T1	0	0	o
FUN_004602-T1	0	0	o
FUN_003196-T1	0	0	o
FUN_004028-T1	0	0	o
FUN_002389-T1	0	0	o
FUN_004227-T1	0	0	o
FUN_004347-T1	0	0	o
FUN_001381-T1	9	0	o39-59i86-107o113-132i139-159o179-195i207-227o247-264i276-296o308-326i
FUN_000954-T1	0	0	o
FUN_004673-T1	0	0	o
FUN_002788-T1	0	0	o
FUN_003413-T1	0	0	o
FUN_005427-T1	0	0	o
FUN_006059-T1	0	0	o
FUN_003499-T1	0	Y	n4-15c20/21o
FUN_004789-T1	0	0	o
FUN_005900-T1	0	0	o
FUN_005927-T1	1	0	o1697-1716i
FUN_003201-T1	0	0	o
FUN_001468-T1	0	0	o
FUN_003677-T1	7	0	o12-35i47-72o92-113i125-147o159-183i204-224o230-251i
FUN_002776-T1	0	0	o
FUN_004935-T1	1	0	o46-67i
FUN_003153-T1	0	0	o
FUN_004759-T1	1	0	i128-148o
FUN_006334-T1	0	0	o
FUN_002369-T1	0	0	o
FUN_003169-T1	0	0	o
FUN_006214-T1	0	0	o
FUN_001638-T1	0	0	o
FUN_003922-T1	0	0	o
FUN_006079-T1	0	0	o
FUN_002194-T1	0	0	o
FUN_001695-T1	0	0	o
FUN_006115-T1	0	0	o
FUN_002248-T1	0	0	o
FUN_004170-T1	0	0	o
FUN_004137-T1	0	0	o
FUN_001227-T1	1	0	i229-248o
FUN_003467-T1	0	0	o
FUN_005163-T1	5	0	o114-138i150-172o187-206i213-232o244-265i
FUN_002777-T1	0	0	o
FUN_004905-T1	1	0	o859-882i
FUN_001749-T1	0	0	o
FUN_000770-T1	0	0	o
FUN_002047-T1	0	0	o
FUN_004794-T1	0	0	o
FUN_001910-T1	0	0	o
FUN_000302-T1	0	0	o
FUN_005567-T1	0	0	o
FUN_004208-T1	0	0	o
FUN_002941-T1	0	0	o
FUN_002279-T1	3	0	o12-29i36-57o528-550i
FUN_001571-T1	0	0	o
FUN_003005-T1	0	0	o
FUN_006589-T1	1	0	o26-43i
FUN_003635-T1	0	0	o
FUN_000917-T1	0	0	o
FUN_002041-T1	6	Y	n2-15c23/24o78-95i214-234o266-289i301-324o330-349i389-407o
FUN_003775-T1	0	0	o
FUN_006656-T1	0	0	o
FUN_002486-T1	0	0	o
FUN_003777-T1	0	0	o
FUN_005610-T1	0	Y	n2-10c15/16o
FUN_004795-T1	0	0	o
FUN_004082-T1	0	Y	n6-16c21/22o
FUN_000814-T1	0	Y	n5-12c16/17o
FUN_006568-T1	1	0	o40-63i
FUN_003213-T1	0	0	o
FUN_001336-T1	10	0	i233-252o272-293i324-343o363-384i396-414o426-453i474-493o513-533i545-564o584-604i
FUN_001813-T1	1	0	o794-811i
FUN_002167-T1	0	0	o
FUN_003491-T1	0	0	o
FUN_002131-T1	0	0	o
FUN_006046-T1	0	Y	n9-20c25/26o
FUN_002180-T1	1	0	o12-31i
FUN_004234-T1	0	0	o
FUN_002927-T1	1	0	o208-231i
FUN_005817-T1	6	0	i51-70o76-98i174-193o213-231i243-262o274-298i
FUN_003334-T1	1	0	i20-40o
FUN_006031-T1	0	0	o
FUN_006563-T1	9	0	o61-83i95-113o153-175i196-217o263-285i297-313o333-352i364-392o435-456i
FUN_001721-T1	0	Y	n10-21c30/31o
FUN_000458-T1	0	0	o
FUN_003560-T1	0	0	o
FUN_005271-T1	0	0	o
FUN_002392-T1	0	0	o
FUN_005385-T1	0	0	o
FUN_006525-T1	0	0	o
FUN_000793-T1	1	0	i12-31o
FUN_000795-T1	0	0	o
FUN_002633-T1	0	0	o
FUN_000293-T1	0	0	o
FUN_002193-T1	1	0	i105-124o
FUN_001507-T1	0	0	o
FUN_000739-T1	0	0	o
FUN_001308-T1	0	0	o
FUN_000030-T1	9	0	o295-317i329-348o354-371i383-408o819-836i870-890o896-912i924-940o946-972i
FUN_002053-T1	0	0	o
FUN_000727-T1	1	0	o24-43i
FUN_004252-T1	0	0	o
FUN_003048-T1	0	0	o
FUN_000231-T1	9	0	i102-122o134-155i176-195o201-220i229-250o256-274i300-318o324-341i362-382o
FUN_004472-T1	0	0	o
FUN_002132-T1	0	0	o
FUN_005251-T1	0	0	o
FUN_001411-T1	0	0	o
FUN_001747-T1	0	0	o
FUN_004745-T1	0	0	o
FUN_006009-T1	0	0	o
FUN_004405-T1	0	0	o
FUN_003757-T1	1	0	i54-73o
FUN_000071-T1	0	0	o
FUN_003608-T1	0	0	o
FUN_006232-T1	14	0	o29-47i263-280o300-317i329-347o367-383i395-413o419-441i448-469o475-495i523-541o557-575i587-605o617-637i763-781o
FUN_005786-T1	0	0	o
FUN_005661-T1	0	0	o
FUN_002515-T1	0	0	o
FUN_004938-T1	0	0	o
FUN_002619-T1	0	0	o
FUN_004710-T1	0	0	o
FUN_000661-T1	0	0	o
FUN_000607-T1	0	0	o
FUN_002518-T1	0	0	o
FUN_004525-T1	0	Y	n21-36c43/44o
FUN_002704-T1	0	0	o
FUN_000330-T1	0	0	o
FUN_002782-T1	0	Y	n5-14c18/19o
FUN_003182-T1	8	0	i58-77o83-101i186-208o228-250i271-291o303-324i336-358o364-385i
FUN_005300-T1	0	0	o
FUN_003869-T1	0	0	o
FUN_001125-T1	0	0	o
FUN_000965-T1	1	0	o604-627i
FUN_000708-T1	0	Y	n2-12c20/21o
FUN_000444-T1	0	0	o
FUN_005922-T1	1	0	o240-262i
FUN_003672-T1	5	0	o12-34i46-72o84-108i120-142o154-179i
FUN_002442-T1	0	0	o
FUN_001804-T1	0	0	o
FUN_001008-T1	0	0	o
FUN_006143-T1	0	0	o
FUN_003768-T1	15	0	o12-35i56-73o93-112i133-155o167-186i198-217o279-299i311-330o336-363i384-404o410-431i438-458o478-499i577-600o612-636i
FUN_005537-T1	4	0	i66-86o98-125i146-164o202-223i
FUN_002617-T1	0	0	o
FUN_004204-T1	1	0	o300-319i
FUN_002949-T1	0	0	o
FUN_004283-T1	0	0	o
FUN_002642-T1	11	0	o50-68i80-98o110-133i145-164o176-201i213-239o245-264i285-311o364-387i399-423o429-451i
FUN_002110-T1	0	0	o
FUN_001060-T1	0	0	o
FUN_001758-T1	0	0	o
FUN_006539-T1	0	0	o
FUN_002695-T1	0	0	o
FUN_001180-T1	0	0	o
FUN_002135-T1	0	0	o
FUN_006075-T1	0	0	o
FUN_004694-T1	0	0	o
FUN_000460-T1	1	0	i466-490o
FUN_003269-T1	0	0	o
FUN_003198-T1	0	0	o
FUN_001754-T1	0	0	o
FUN_003582-T1	0	0	o
FUN_006638-T1	0	0	i
FUN_006061-T1	0	0	o
FUN_006203-T1	0	0	o
FUN_003245-T1	0	0	o
FUN_005724-T1	0	0	o
FUN_001253-T1	0	0	o
FUN_001587-T1	0	0	o
FUN_003729-T1	0	0	o
FUN_001133-T1	0	0	o
FUN_005928-T1	0	Y	n5-15c20/21o
FUN_000183-T1	0	0	o
FUN_005473-T1	0	0	o
FUN_004956-T1	0	0	o
FUN_002270-T1	0	0	o
FUN_000466-T1	0	0	o
FUN_001215-T1	2	0	i220-243o263-283i
FUN_001840-T1	0	Y	n2-12c18/19o
FUN_002484-T1	0	Y	n13-23c28/29o
FUN_002438-T1	5	0	o20-39i685-703o723-740i1067-1087o1099-1115i
FUN_001987-T1	3	0	o772-797i844-870o1148-1169i
FUN_000092-T1	0	0	o
FUN_001007-T1	2	Y	n2-10c15/16o31-54i66-84o
FUN_004308-T1	4	0	i107-126o146-163i283-303o323-347i
FUN_006481-T1	3	Y	n4-22c30/31o160-181i193-217o237-262i
FUN_006144-T1	0	0	o
FUN_006105-T1	0	0	o
FUN_005559-T1	0	0	o
FUN_003318-T1	6	0	o53-73i107-129o141-162i182-205o266-288i401-425o
FUN_001591-T1	7	0	i133-156o168-187i199-220o226-246i255-282o302-324i504-524o
FUN_005629-T1	0	0	o
FUN_000328-T1	0	Y	n4-14c18/19o
FUN_004413-T1	0	0	o
FUN_002001-T1	0	0	o
FUN_001536-T1	0	0	o
FUN_003375-T1	11	0	o34-55i67-85o120-141i153-173o185-205i217-239o251-271i283-303o309-331i338-356o385-406i
FUN_001098-T1	0	0	o
FUN_000986-T1	0	0	o
FUN_000434-T1	0	Y	n15-26c38/39o
FUN_000432-T1	0	0	o
FUN_005259-T1	0	0	o
FUN_005580-T1	0	0	o
FUN_001652-T1	0	0	o
FUN_001089-T1	0	0	o
FUN_001648-T1	1	0	o66-86i
FUN_004473-T1	0	0	o
FUN_000269-T1	0	0	o
FUN_004680-T1	0	0	i
FUN_005160-T1	0	0	o
FUN_005218-T1	0	0	o
FUN_003354-T1	0	Y	n7-15c20/21o
FUN_005074-T1	0	0	o
FUN_006578-T1	11	0	o69-90i123-144o150-169i181-202o231-251i272-290o327-346i370-392o398-419i447-465o477-497i
FUN_000013-T1	3	Y	n6-14c22/23o187-206i218-239o272-292i
FUN_001128-T1	0	0	o
FUN_002245-T1	0	0	o
FUN_004329-T1	0	0	o
FUN_004899-T1	0	0	o
FUN_005764-T1	2	0	o116-140i161-179o
FUN_003279-T1	0	0	o
FUN_002093-T1	0	0	o
FUN_004331-T1	0	0	o
FUN_005548-T1	0	0	o
FUN_001111-T1	0	0	o
FUN_003689-T1	0	0	o
FUN_005426-T1	0	0	o
FUN_006037-T1	0	0	o
FUN_006219-T1	0	0	o
FUN_000249-T1	1	0	o339-363i
FUN_001674-T1	0	Y	n8-15c23/24o
FUN_001350-T1	0	0	o
FUN_003349-T1	0	0	o
FUN_006463-T1	0	0	o
FUN_005589-T1	0	0	o
FUN_005201-T1	0	0	o
FUN_005925-T1	0	0	o
FUN_006666-T1	0	0	o
FUN_006570-T1	0	0	o
FUN_002534-T1	1	Y	n6-18c22/23o172-191i
FUN_000086-T1	0	0	o
FUN_001047-T1	0	0	o
FUN_006110-T1	0	0	o
FUN_004061-T1	0	0	o
FUN_000638-T1	0	0	o
FUN_002008-T1	0	0	o
FUN_002274-T1	0	0	o
FUN_001810-T1	1	0	o62-85i
FUN_005744-T1	0	0	o
FUN_005748-T1	0	0	o
FUN_004535-T1	0	0	o
FUN_000962-T1	0	0	o
FUN_003061-T1	0	0	o
FUN_004065-T1	0	Y	n8-19c27/28o
FUN_006362-T1	1	0	o28-47i
FUN_005752-T1	1	0	o43-68i
FUN_000802-T1	0	0	o
FUN_002726-T1	0	0	o
FUN_002430-T1	0	0	o
FUN_005901-T1	0	Y	n4-14c19/20o
FUN_002261-T1	0	0	o
FUN_006552-T1	0	0	o
FUN_002385-T1	0	0	o
FUN_000545-T1	0	0	o
FUN_006195-T1	0	Y	n2-12c16/17o
FUN_006444-T1	10	0	i210-228o234-259i271-293o299-318i325-342o348-371i383-401o421-441i448-469o475-492i
FUN_006423-T1	0	0	o
FUN_001441-T1	0	0	o
FUN_005992-T1	0	Y	n5-16c21/22o
FUN_002942-T1	0	Y	n3-14c19/20o
FUN_003384-T1	0	0	o
FUN_004059-T1	0	0	o
FUN_006043-T1	0	0	o
FUN_006154-T1	0	0	o
FUN_005884-T1	0	0	o
FUN_005632-T1	0	0	o
FUN_001104-T1	1	Y	n4-16c21/22o233-254i
FUN_002247-T1	0	0	o
FUN_004039-T1	0	0	o
FUN_000825-T1	0	0	o
FUN_004241-T1	0	0	o
FUN_004317-T1	0	0	o
FUN_005913-T1	0	0	o
FUN_004216-T1	5	0	o101-119i131-152o164-184i228-248o254-271i
FUN_003848-T1	0	0	o
FUN_005999-T1	0	0	o
FUN_001339-T1	0	0	o
FUN_005984-T1	6	0	i111-130o150-168i226-253o259-275i340-362o382-400i
FUN_006299-T1	3	0	o20-48i68-88o94-114i
FUN_000526-T1	0	0	o
FUN_003938-T1	0	0	o
FUN_000482-T1	1	0	i398-416o
FUN_003926-T1	0	0	o
FUN_000234-T1	1	0	i36-53o
FUN_005583-T1	0	0	o
FUN_005697-T1	0	0	o
FUN_004732-T1	0	0	o
FUN_003011-T1	0	0	o
FUN_001637-T1	0	0	i
FUN_004276-T1	0	0	o
FUN_001363-T1	0	0	o
FUN_001617-T1	0	0	o
FUN_001422-T1	0	0	o
FUN_005343-T1	0	0	o
FUN_001888-T1	0	0	o
FUN_005484-T1	0	0	o
FUN_000162-T1	0	0	o
FUN_002989-T1	0	0	o
FUN_005375-T1	0	0	i
FUN_005690-T1	1	0	o222-240i
FUN_005258-T1	9	Y	n10-21c29/30o45-66i155-173o179-199i211-231o251-267i346-367o387-408i415-435o441-461i
FUN_003864-T1	0	0	o
FUN_001712-T1	0	0	o
FUN_003929-T1	0	0	o
FUN_005615-T1	0	0	o
FUN_005411-T1	0	0	o
FUN_005339-T1	0	0	o
FUN_000384-T1	0	0	o
FUN_000420-T1	0	Y	n8-19c27/28o
FUN_001035-T1	0	0	o
FUN_005085-T1	0	0	o
FUN_006640-T1	0	0	o
FUN_001431-T1	0	0	o
FUN_003960-T1	0	0	o
FUN_000257-T1	0	0	o
FUN_003188-T1	0	Y	n2-13c18/19o
FUN_003077-T1	0	0	o
FUN_004595-T1	0	0	i
FUN_003149-T1	0	0	o
FUN_000427-T1	0	0	o
FUN_006496-T1	0	0	o
FUN_000796-T1	0	0	o
FUN_004294-T1	1	0	o199-216i
FUN_005784-T1	3	0	o26-42i54-73o79-97i
FUN_005153-T1	0	0	o
FUN_004364-T1	0	0	o
FUN_004687-T1	0	0	o
FUN_001391-T1	0	0	o
FUN_002648-T1	0	0	o
FUN_004159-T1	0	0	o
FUN_000700-T1	0	0	o
FUN_003819-T1	0	0	o
FUN_005929-T1	1	0	o890-908i
FUN_001389-T1	0	0	o
FUN_001361-T1	0	0	o
FUN_004459-T1	14	0	i93-111o131-151i163-183o189-210i222-243o249-272i316-335o347-366i386-410o422-443i450-469o481-503i515-537o579-598i
FUN_002005-T1	0	0	o
FUN_005905-T1	0	0	o
FUN_000498-T1	0	0	o
FUN_002839-T1	0	Y	n5-15c20/21o
FUN_005962-T1	0	0	o
FUN_004266-T1	0	0	o
FUN_005529-T1	0	0	o
FUN_005197-T1	0	0	o
FUN_004660-T1	0	0	i
FUN_004097-T1	0	0	o
FUN_004375-T1	0	0	o
FUN_005880-T1	0	0	o
FUN_000925-T1	10	0	i75-99o119-143i177-197o209-234i254-275o287-306i318-338o344-366i378-404o424-445i
FUN_001693-T1	0	0	o
FUN_002282-T1	0	0	o
FUN_001376-T1	0	0	o
FUN_002003-T1	0	0	o
FUN_003564-T1	12	0	o73-91i112-130o142-164i196-215o235-257i291-312o332-356i363-382o388-413i425-444o456-477i517-540o
FUN_003494-T1	0	0	o
FUN_001549-T1	0	0	o
FUN_003438-T1	2	0	o36-63i84-104o
FUN_005121-T1	0	0	o
FUN_002134-T1	0	0	o
FUN_005924-T1	0	0	o
FUN_006284-T1	1	Y	n23-34c42/43o480-498i
FUN_006364-T1	0	0	o
FUN_002281-T1	0	0	o
FUN_000009-T1	0	0	o
FUN_002408-T1	0	0	o
FUN_003251-T1	0	0	o
FUN_004589-T1	0	0	o
FUN_004053-T1	0	0	o
FUN_000911-T1	0	0	o
FUN_006155-T1	2	0	o529-549i561-581o
FUN_006187-T1	0	0	o
FUN_001020-T1	0	0	o
FUN_001301-T1	0	0	o
FUN_001469-T1	0	0	o
FUN_006574-T1	0	0	o
FUN_001940-T1	0	0	o
FUN_002899-T1	0	0	o
FUN_002127-T1	0	0	o
FUN_003652-T1	0	0	o
FUN_005609-T1	0	0	o
FUN_005183-T1	0	0	o
FUN_005117-T1	1	0	i108-131o
FUN_000447-T1	1	0	i444-461o
FUN_004125-T1	0	0	o
FUN_003103-T1	0	0	o
FUN_000324-T1	0	0	o
FUN_000518-T1	0	0	o
FUN_002319-T1	0	Y	n6-16c21/22o
FUN_003042-T1	8	0	i76-95o101-124i136-153o179-200i212-236o248-269i278-297o303-323i
FUN_004757-T1	0	0	o
FUN_006275-T1	0	0	o
FUN_000252-T1	0	Y	n2-13c19/20o
FUN_005560-T1	0	0	o
FUN_005909-T1	0	0	i
FUN_002516-T1	0	0	o
FUN_002111-T1	0	0	o
FUN_005307-T1	0	0	o
FUN_001839-T1	0	0	o
FUN_003432-T1	6	0	i90-109o121-140i147-168o174-194i206-226o232-248i
FUN_004904-T1	0	0	o
FUN_003121-T1	0	0	o
FUN_006585-T1	0	0	o
FUN_002338-T1	0	0	o
FUN_001551-T1	0	0	o
FUN_000679-T1	12	0	i110-126o132-154i166-184o190-209i221-248o260-279i333-352o372-391i412-431o437-457i464-482o502-525i
FUN_001130-T1	0	0	o
FUN_004230-T1	13	0	o36-54i75-94o114-132i139-158o189-210i222-244o264-287i294-313o387-408i420-443o449-470i477-494o514-535i
FUN_001846-T1	1	0	i143-161o
FUN_004915-T1	0	0	o
FUN_002866-T1	0	0	o
FUN_003459-T1	0	0	o
FUN_006278-T1	0	0	o
FUN_005737-T1	0	0	o
FUN_000698-T1	0	0	o
FUN_004651-T1	0	0	o
FUN_005048-T1	0	0	o
FUN_004963-T1	0	Y	n3-14c22/23o
FUN_002563-T1	0	0	o
FUN_000489-T1	0	0	o
FUN_002600-T1	0	0	o
FUN_000429-T1	0	0	o
FUN_005005-T1	10	0	i46-67o79-97i218-238o244-263i424-443o999-1020i1027-1044o1064-1089i1109-1130o1150-1174i
FUN_001080-T1	0	0	o
FUN_003485-T1	0	0	o
FUN_004509-T1	1	0	o625-644i
FUN_000465-T1	0	0	o
FUN_005294-T1	0	Y	n19-30c42/43o
FUN_003682-T1	0	0	o
FUN_001205-T1	0	0	o
FUN_004531-T1	0	Y	n3-11c16/17o
FUN_003545-T1	0	0	o
FUN_005993-T1	0	Y	n3-14c18/19o
FUN_002153-T1	0	Y	n3-14c22/23o
FUN_003930-T1	0	0	o
FUN_001344-T1	3	0	o74-93i100-120o176-194i
FUN_004447-T1	0	Y	n2-10c15/16o
FUN_004634-T1	1	0	o45-67i
FUN_000008-T1	0	0	o
FUN_001465-T1	0	0	o
FUN_004512-T1	0	0	o
FUN_001003-T1	2	0	o451-471i574-593o
FUN_002086-T1	0	0	o
FUN_005896-T1	0	0	o
FUN_001497-T1	1	0	i33-52o
FUN_004451-T1	0	0	o
FUN_003589-T1	0	0	o
FUN_003836-T1	7	0	o51-74i95-124o144-162i169-191o247-273i365-389o401-427i
FUN_005805-T1	0	0	o
FUN_000467-T1	1	0	o89-109i
FUN_006406-T1	1	0	i35-59o
FUN_003390-T1	0	0	o
FUN_006147-T1	0	0	o
FUN_001317-T1	0	0	o
FUN_002593-T1	5	0	o302-321i415-438o458-480i573-601o621-644i
FUN_000574-T1	0	0	o
FUN_002533-T1	0	0	o
FUN_001131-T1	4	0	o996-1015i1054-1072o1181-1204i1319-1342o
FUN_006340-T1	0	Y	n4-15c24/25o
FUN_006412-T1	0	0	o
FUN_005747-T1	4	0	i12-34o46-68i80-99o105-125i
FUN_005916-T1	0	0	o
FUN_003389-T1	0	0	o
FUN_000041-T1	0	0	o
FUN_003183-T1	1	0	i121-143o
FUN_003322-T1	0	0	o
FUN_002954-T1	0	0	o
FUN_005435-T1	0	0	o
FUN_004420-T1	0	0	o
FUN_003692-T1	11	0	i12-32o79-97i109-126o132-155i167-190o202-219i286-310o322-344i351-372o384-404i447-466o
FUN_001925-T1	0	Y	n3-14c22/23o
FUN_000033-T1	7	0	o224-241i250-268o288-310i322-345o365-385i394-412o418-435i
FUN_001686-T1	0	0	o
FUN_006659-T1	0	0	o
FUN_005795-T1	0	0	i
FUN_006503-T1	0	0	o
FUN_005819-T1	1	0	i135-159o
FUN_004162-T1	13	0	i21-39o45-61i73-92o98-115i122-138o158-176i683-701o707-725i732-755o767-785i790-812o832-851i863-881o
FUN_005979-T1	0	0	o
FUN_006588-T1	0	0	o
FUN_006342-T1	0	0	o
FUN_001814-T1	0	0	o
FUN_005397-T1	1	0	o529-548i
FUN_002674-T1	0	0	o
FUN_002815-T1	0	0	o
FUN_002182-T1	0	0	o
FUN_006000-T1	0	0	o
FUN_001983-T1	0	0	o
FUN_000006-T1	0	0	o
FUN_006594-T1	0	0	o
FUN_001048-T1	0	0	o
FUN_003636-T1	0	0	o
FUN_002579-T1	1	Y	n6-16c20/21o189-209i
FUN_005890-T1	0	0	o
FUN_005152-T1	0	0	o
FUN_005063-T1	0	0	o
FUN_000073-T1	0	0	o
FUN_003759-T1	1	0	o262-286i
FUN_003314-T1	0	0	o
FUN_003166-T1	6	0	i45-73o93-117i138-164o215-240i334-355o375-395i
FUN_000395-T1	0	Y	n4-16c21/22o
FUN_003184-T1	1	0	i229-250o
FUN_000044-T1	0	Y	n3-14c19/20o
FUN_004046-T1	0	0	i
FUN_001316-T1	1	Y	n33-44c56/57o471-489i
FUN_002425-T1	11	0	o27-46i92-114o126-146i153-171o177-198i319-341o353-374i386-412o418-442i454-474o516-535i
FUN_001862-T1	0	0	o
FUN_001221-T1	0	0	o
FUN_002998-T1	1	0	o207-233i
FUN_003235-T1	1	0	o20-42i
FUN_002581-T1	0	0	o
FUN_005420-T1	0	0	o
FUN_005405-T1	0	0	o
FUN_005508-T1	0	0	o
FUN_002780-T1	0	Y	n2-13c18/19o
FUN_003249-T1	4	0	o253-271i292-310o330-359i407-425o
FUN_000806-T1	0	0	o
FUN_003984-T1	0	0	o
FUN_004180-T1	0	0	o
FUN_004303-T1	0	0	o
FUN_002738-T1	0	0	o
FUN_002855-T1	0	0	o
FUN_001751-T1	0	0	o
FUN_001489-T1	0	0	o
FUN_004951-T1	0	0	o
FUN_002948-T1	10	0	i56-73o126-144i156-177o189-208i220-240o290-314i326-348o354-374i386-406o453-473i
FUN_005083-T1	0	0	o
FUN_000666-T1	0	0	o
FUN_003681-T1	0	0	o
FUN_003258-T1	0	0	o
FUN_006207-T1	0	0	o
FUN_003128-T1	0	Y	n3-14c19/20o
FUN_002778-T1	2	0	i26-45o57-78i
FUN_004261-T1	0	0	o
FUN_003398-T1	0	0	o
FUN_006397-T1	1	0	i141-160o
FUN_004934-T1	0	Y	n4-15c20/21o
FUN_005718-T1	0	0	o
FUN_002340-T1	6	0	o33-55i84-103o123-148i160-181o239-262i313-333o
FUN_000408-T1	0	0	o
FUN_003039-T1	0	Y	n4-12c17/18o
FUN_004374-T1	0	0	o
FUN_003489-T1	7	0	i12-29o76-95i107-137o152-171i183-208o214-234i255-274o
FUN_002811-T1	0	0	o
FUN_005939-T1	0	0	o
FUN_001433-T1	0	0	o
FUN_000222-T1	0	0	o
FUN_003461-T1	0	0	i
FUN_003425-T1	0	0	o
FUN_003751-T1	7	0	o365-387i399-416o464-481i493-513o546-566i578-597o603-622i
FUN_000805-T1	0	0	o
FUN_002523-T1	0	0	o
FUN_004641-T1	0	0	o
FUN_000214-T1	0	0	o
FUN_002996-T1	0	0	o
FUN_002868-T1	0	0	o
FUN_001950-T1	0	0	o
FUN_006058-T1	0	0	o
